0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0.00917630555555556,0.00849509912954429,0.00775927849682954,0.00680760589496249,0.00487402466095646,-0.00923107533904354,-0.0214025941050375,-0.0345560215031705,-0.0479253008704557,-0.0613491944444444
6,0.0266178940387346,0.0249410242095502,0.023142850919052,0.0207575382717879,0.0153367995584206,-0.0312787118810473,-0.0741588043082294,-0.121188836403573,-0.169211280733872,-0.195305897291599
7,0.0434960974150187,0.0410566543490033,0.0385075423611924,0.0351409908958874,0.0267237206617183,-0.0590662394967831,-0.143782442205888,-0.238405679598436,-0.33561226863363,-0.3537123158878
8,0.0570077422776808,0.0540917605588714,0.0511405988655904,0.0473137053964597,0.0368776256852932,-0.0880082786119276,-0.22011705400945,-0.370584952026122,-0.526235379608102,-0.536771630413586
9,0.066863555534172,0.0636801783076125,0.060562462694049,0.0566270340260165,0.0450392070121906,-0.115336443129558,-0.29633491878312,-0.506700939029804,-0.725977470683377,-0.743070489590177
10,0.0736571978852157,0.070332470850858,0.0671722211696887,0.063304776983535,0.0511648232238005,-0.139562023287173,-0.368111278098403,-0.63927115951516,-0.924242635130767,-0.947485000667736
11,0.078161404513678,0.0747627682895072,0.0716104216009308,0.0678683059986501,0.0555277105251499,-0.160061118562098,-0.432957049371735,-0.763498797843174,-1.11389921981533,-1.13345996620908
12,0.0810622904226602,0.0776227639573116,0.074489816317548,0.0708669412950185,0.0584994253003314,-0.176764057616389,-0.489690316820287,-0.876583148230362,-1.29043935121035,-1.30649142493168
13,0.0828881195242624,0.079422918664587,0.0763046088206604,0.0727699409448103,0.0604408756745196,-0.189930256936424,-0.538026146429351,-0.977172541840192,-1.45130808987317,-1.47051769270218
14,0.0840155805682123,0.0805317272846537,0.0774192278252463,0.0739383130955457,0.0616565549489405,-0.199990759694114,-0.578264969124786,-1.0649364014747,-1.59537339933339,-1.61752925382047
15,0.0847004214684544,0.0812016190782675,0.0780873535044136,0.0746318960050826,0.0623827738998033,-0.207442736506061,-0.611061351071269,-1.14023556541172,-1.72251197932225,-1.74294261865489
